record_id,timestamp,date,day_of_week,hour_of_day,month,location,vehicle_type,weather,event_type,total_slots,occupied_slots,available_slots,occupancy_rate,traffic_level,price_per_hour_inr,demand_level
1056,2025-05-12 21:00:00,2025-05-12,0,21,5,Koyambedu,Car,Clear,Festival,40,24,16,0.6,Medium,36.88,Medium
1057,2025-05-13 00:00:00,2025-05-13,1,0,5,Guindy,SUV,Clear,None,80,28,52,0.35,Low,27.58,Low
1058,2025-05-13 03:00:00,2025-05-13,1,3,5,Guindy,SUV,Clear,None,60,27,33,0.45,Low,29.39,Low
1059,2025-05-13 06:00:00,2025-05-13,1,6,5,Adyar,SUV,Rain,Festival,80,62,18,0.775,Medium,39.01,Medium
1060,2025-05-13 09:00:00,2025-05-13,1,9,5,Porur,Bike,Clear,None,50,29,21,0.58,Medium,36.32,Medium
1061,2025-05-13 12:00:00,2025-05-13,1,12,5,Guindy,Bike,Clear,Weekend,40,21,19,0.525,Low,31.05,Low
1062,2025-05-13 15:00:00,2025-05-13,1,15,5,Velachery,SUV,Clear,None,100,12,88,0.12,Low,23.31,Low
1063,2025-05-13 18:00:00,2025-05-13,1,18,5,Koyambedu,Car,Clear,None,60,42,18,0.7,Medium,38.95,Medium
1064,2025-05-13 21:00:00,2025-05-13,1,21,5,OMR-Perungudi,Bike,Clear,None,30,6,24,0.2,Low,27.36,Low
1065,2025-05-14 00:00:00,2025-05-14,2,0,5,Anna Nagar,Car,Clear,None,100,32,68,0.32,Low,28.36,Low
1066,2025-05-14 03:00:00,2025-05-14,2,3,5,Anna Nagar,Bike,Clear,None,30,8,22,0.267,Low,27.16,Low
1067,2025-05-14 06:00:00,2025-05-14,2,6,5,Mylapore,Bike,Cloudy,None,50,14,36,0.28,Low,27.47,Low
1068,2025-05-14 09:00:00,2025-05-14,2,9,5,Velachery,Car,Cloudy,None,40,29,11,0.725,Medium,34.66,Medium
1069,2025-05-14 12:00:00,2025-05-14,2,12,5,OMR-Perungudi,Bike,Rain,None,60,24,36,0.4,Low,31.13,Low
1070,2025-05-14 15:00:00,2025-05-14,2,15,5,Guindy,Car,Cloudy,None,30,12,18,0.4,Low,28.71,Low
1071,2025-05-14 18:00:00,2025-05-14,2,18,5,Guindy,Car,Rain,None,60,41,19,0.683,Medium,33.78,Medium
1072,2025-05-14 21:00:00,2025-05-14,2,21,5,Mylapore,Car,Clear,Festival,100,69,31,0.69,Medium,35.63,Medium
1073,2025-05-15 00:00:00,2025-05-15,3,0,5,Mylapore,Bike,Clear,None,60,21,39,0.35,Low,29.05,Low
1074,2025-05-15 03:00:00,2025-05-15,3,3,5,Anna Nagar,SUV,Cloudy,Festival,100,58,42,0.58,Medium,33.43,Medium
1075,2025-05-15 06:00:00,2025-05-15,3,6,5,OMR-Perungudi,Car,Cloudy,None,30,14,16,0.467,Low,32.52,Low
1076,2025-05-15 09:00:00,2025-05-15,3,9,5,Tambaram,Car,Clear,Weekend,30,20,10,0.667,Medium,32.25,Medium
1077,2025-05-15 12:00:00,2025-05-15,3,12,5,Adyar,Bike,Clear,None,100,23,77,0.23,Low,27.67,Low
1078,2025-05-15 15:00:00,2025-05-15,3,15,5,Koyambedu,Car,Clear,None,30,9,21,0.3,Low,30.82,Low
1079,2025-05-15 18:00:00,2025-05-15,3,18,5,Koyambedu,Bike,Clear,None,100,72,28,0.72,Medium,39.55,Medium
1080,2025-05-15 21:00:00,2025-05-15,3,21,5,Velachery,SUV,Clear,None,40,17,23,0.425,Low,28.9,Low
1081,2025-05-16 00:00:00,2025-05-16,4,0,5,Tambaram,Car,Clear,None,100,32,68,0.32,Low,25.8,Low
1082,2025-05-16 03:00:00,2025-05-16,4,3,5,OMR-Perungudi,SUV,Clear,None,30,10,20,0.333,Low,29.67,Low
1083,2025-05-16 06:00:00,2025-05-16,4,6,5,Tambaram,Bike,Clear,Festival,60,37,23,0.617,Medium,31.24,Medium
1084,2025-05-16 09:00:00,2025-05-16,4,9,5,Tambaram,Bike,Rain,None,100,85,15,0.85,High,35.23,High
1085,2025-05-16 12:00:00,2025-05-16,4,12,5,Mylapore,Car,Cloudy,None,80,33,47,0.412,Low,30.13,Low
1086,2025-05-16 15:00:00,2025-05-16,4,15,5,Koyambedu,Bike,Clear,None,40,15,25,0.375,Low,32.3,Low
1087,2025-05-16 18:00:00,2025-05-16,4,18,5,Porur,Car,Clear,Weekend,80,64,16,0.8,High,41.33,High
1088,2025-05-16 21:00:00,2025-05-16,4,21,5,OMR-Perungudi,SUV,Cloudy,None,40,16,24,0.4,Low,31.26,Low
1089,2025-05-17 00:00:00,2025-05-17,5,0,5,Tambaram,Bike,Cloudy,None,60,32,28,0.533,Low,29.71,Low
1090,2025-05-17 03:00:00,2025-05-17,5,3,5,Anna Nagar,SUV,Clear,None,30,15,15,0.5,Low,32.18,Low
1091,2025-05-17 06:00:00,2025-05-17,5,6,5,Adyar,SUV,Cloudy,Festival,50,43,7,0.86,High,40.68,High
1092,2025-05-17 09:00:00,2025-05-17,5,9,5,Guindy,SUV,Clear,None,40,31,9,0.775,Medium,35.69,Medium
1093,2025-05-17 12:00:00,2025-05-17,5,12,5,Anna Nagar,Bike,Clear,None,80,47,33,0.588,Medium,33.65,Medium
1094,2025-05-17 15:00:00,2025-05-17,5,15,5,Velachery,Car,Clear,None,30,16,14,0.533,Low,31.1,Low
1095,2025-05-17 18:00:00,2025-05-17,5,18,5,Anna Nagar,Car,Clear,None,30,25,5,0.833,High,38.6,High
1096,2025-05-17 21:00:00,2025-05-17,5,21,5,T Nagar,Bike,Clear,None,80,42,38,0.525,Low,29.42,Low
1097,2025-05-18 00:00:00,2025-05-18,6,0,5,OMR-Perungudi,Bike,Clear,None,80,43,37,0.537,Low,34.1,Low
1098,2025-05-18 03:00:00,2025-05-18,6,3,5,Adyar,Car,Clear,None,80,30,50,0.375,Low,30.66,Low
1099,2025-05-18 06:00:00,2025-05-18,6,6,5,Mylapore,Bike,Cloudy,None,30,19,11,0.633,Medium,34.54,Medium
1100,2025-05-18 09:00:00,2025-05-18,6,9,5,OMR-Perungudi,Bike,Clear,Weekend,100,93,7,0.93,High,42.2,High
1101,2025-05-18 12:00:00,2025-05-18,6,12,5,T Nagar,Car,Clear,None,80,49,31,0.613,Medium,30.98,Medium
1102,2025-05-18 15:00:00,2025-05-18,6,15,5,Porur,Car,Rain,Weekend,30,15,15,0.5,Low,34.76,Low
1103,2025-05-18 18:00:00,2025-05-18,6,18,5,Velachery,Car,Clear,None,100,95,5,0.95,High,38.9,High
1104,2025-05-18 21:00:00,2025-05-18,6,21,5,OMR-Perungudi,Car,Cloudy,None,100,55,45,0.55,Low,34.36,Low
1105,2025-05-19 00:00:00,2025-05-19,0,0,5,OMR-Perungudi,SUV,Cloudy,None,100,47,53,0.47,Low,32.7,Low
1106,2025-05-19 03:00:00,2025-05-19,0,3,5,Koyambedu,Bike,Cloudy,None,50,15,35,0.3,Low,30.41,Low
1107,2025-05-19 06:00:00,2025-05-19,0,6,5,Velachery,SUV,Clear,Festival,40,28,12,0.7,Medium,34.21,Medium
1108,2025-05-19 09:00:00,2025-05-19,0,9,5,Tambaram,Bike,Rain,None,100,60,40,0.6,Medium,30.72,Medium
1109,2025-05-19 12:00:00,2025-05-19,0,12,5,Tambaram,Bike,Rain,None,50,19,31,0.38,Low,26.84,Low
1110,2025-05-19 15:00:00,2025-05-19,0,15,5,Guindy,SUV,Cloudy,None,100,53,47,0.53,Low,31.08,Low
1111,2025-05-19 18:00:00,2025-05-19,0,18,5,Adyar,SUV,Clear,None,80,47,33,0.588,Medium,35.1,Medium
1112,2025-05-19 21:00:00,2025-05-19,0,21,5,Porur,Bike,Clear,Sale,50,28,22,0.56,Medium,36.26,Medium
1113,2025-05-20 00:00:00,2025-05-20,1,0,5,T Nagar,Car,Clear,None,100,42,58,0.42,Low,27.55,Low
1114,2025-05-20 03:00:00,2025-05-20,1,3,5,OMR-Perungudi,Bike,Clear,Sale,40,24,16,0.6,Medium,35.21,Medium
1115,2025-05-20 06:00:00,2025-05-20,1,6,5,Adyar,SUV,Clear,Weekend,40,19,21,0.475,Low,32.98,Low
1116,2025-05-20 09:00:00,2025-05-20,1,9,5,Porur,SUV,Clear,None,80,50,30,0.625,Medium,37.59,Medium
1117,2025-05-20 12:00:00,2025-05-20,1,12,5,Anna Nagar,Car,Clear,None,30,16,14,0.533,Low,32.74,Low
1118,2025-05-20 15:00:00,2025-05-20,1,15,5,Porur,Bike,Clear,Weekend,50,23,27,0.46,Low,34.05,Low
1119,2025-05-20 18:00:00,2025-05-20,1,18,5,Porur,Car,Clear,None,30,18,12,0.6,Medium,37.31,Medium
1120,2025-05-20 21:00:00,2025-05-20,1,21,5,Velachery,Bike,Clear,None,100,43,57,0.43,Low,29.2,Low
1121,2025-05-21 00:00:00,2025-05-21,2,0,5,Koyambedu,SUV,Clear,None,30,13,17,0.433,Low,33.47,Low
1122,2025-05-21 03:00:00,2025-05-21,2,3,5,Koyambedu,Bike,Clear,None,60,27,33,0.45,Low,33.61,Low
1123,2025-05-21 06:00:00,2025-05-21,2,6,5,Tambaram,Car,Rain,None,60,29,31,0.483,Low,28.66,Low
1124,2025-05-21 09:00:00,2025-05-21,2,9,5,Koyambedu,Car,Cloudy,None,30,16,14,0.533,Low,35.63,Low
1125,2025-05-21 12:00:00,2025-05-21,2,12,5,Porur,Car,Clear,None,80,38,42,0.475,Low,34.38,Low
1126,2025-05-21 15:00:00,2025-05-21,2,15,5,Tambaram,SUV,Clear,None,80,21,59,0.263,Low,24.65,Low
1127,2025-05-21 18:00:00,2025-05-21,2,18,5,Guindy,Car,Clear,Festival,60,55,5,0.917,High,38.47,High
1128,2025-05-21 21:00:00,2025-05-21,2,21,5,Adyar,Car,Clear,None,60,17,43,0.283,Low,29.0,Low
1129,2025-05-22 00:00:00,2025-05-22,3,0,5,Tambaram,SUV,Cloudy,None,30,11,19,0.367,Low,26.75,Low
1130,2025-05-22 03:00:00,2025-05-22,3,3,5,Guindy,SUV,Clear,None,50,19,31,0.38,Low,28.11,Low
1131,2025-05-22 06:00:00,2025-05-22,3,6,5,Anna Nagar,Bike,Clear,None,40,15,25,0.375,Low,29.44,Low
1132,2025-05-22 09:00:00,2025-05-22,3,9,5,Koyambedu,SUV,Rain,None,40,29,11,0.725,Medium,39.42,Medium
1133,2025-05-22 12:00:00,2025-05-22,3,12,5,Adyar,Bike,Cloudy,None,40,20,20,0.5,Low,33.54,Low
1134,2025-05-22 15:00:00,2025-05-22,3,15,5,Koyambedu,Bike,Clear,None,30,12,18,0.4,Low,32.34,Low
1135,2025-05-22 18:00:00,2025-05-22,3,18,5,Tambaram,Car,Clear,None,40,23,17,0.575,Medium,30.45,Medium
1136,2025-05-22 21:00:00,2025-05-22,3,21,5,Porur,Bike,Cloudy,Sale,40,26,14,0.65,Medium,38.19,Medium
1137,2025-05-23 00:00:00,2025-05-23,4,0,5,Koyambedu,Car,Rain,None,40,21,19,0.525,Low,35.34,Low
1138,2025-05-23 03:00:00,2025-05-23,4,3,5,Adyar,Car,Cloudy,None,100,28,72,0.28,Low,28.83,Low
1139,2025-05-23 06:00:00,2025-05-23,4,6,5,Velachery,Car,Rain,None,100,48,52,0.48,Low,30.03,Low
1140,2025-05-23 09:00:00,2025-05-23,4,9,5,Porur,Bike,Cloudy,None,30,21,9,0.7,Medium,38.82,Medium
1141,2025-05-23 12:00:00,2025-05-23,4,12,5,Mylapore,SUV,Clear,None,60,20,40,0.333,Low,28.46,Low
1142,2025-05-23 15:00:00,2025-05-23,4,15,5,Adyar,SUV,Cloudy,None,40,20,20,0.5,Low,33.14,Low
1143,2025-05-23 18:00:00,2025-05-23,4,18,5,Mylapore,SUV,Clear,Festival,80,71,9,0.887,High,39.58,High
1144,2025-05-23 21:00:00,2025-05-23,4,21,5,T Nagar,Car,Cloudy,None,60,23,37,0.383,Low,27.02,Low
1145,2025-05-24 00:00:00,2025-05-24,5,0,5,Porur,SUV,Clear,None,40,21,19,0.525,Low,35.15,Low
1146,2025-05-24 03:00:00,2025-05-24,5,3,5,Koyambedu,Car,Cloudy,None,50,28,22,0.56,Medium,36.12,Medium
1147,2025-05-24 06:00:00,2025-05-24,5,6,5,Velachery,SUV,Cloudy,None,60,28,32,0.467,Low,29.93,Low
1148,2025-05-24 09:00:00,2025-05-24,5,9,5,Tambaram,SUV,Rain,None,30,22,8,0.733,Medium,33.41,Medium
1149,2025-05-24 12:00:00,2025-05-24,5,12,5,Guindy,SUV,Clear,Sale,40,34,6,0.85,High,37.21,High
1150,2025-05-24 15:00:00,2025-05-24,5,15,5,Velachery,Car,Clear,None,50,23,27,0.46,Low,29.74,Low
1151,2025-05-24 18:00:00,2025-05-24,5,18,5,Anna Nagar,SUV,Clear,None,40,28,12,0.7,Medium,35.87,Medium
1152,2025-05-24 21:00:00,2025-05-24,5,21,5,T Nagar,Bike,Clear,None,30,11,19,0.367,Low,26.44,Low
1153,2025-05-25 00:00:00,2025-05-25,6,0,5,Mylapore,SUV,Clear,Festival,60,47,13,0.783,Medium,37.42,Medium
1154,2025-05-25 03:00:00,2025-05-25,6,3,5,Tambaram,SUV,Clear,None,50,21,29,0.42,Low,27.63,Low
1155,2025-05-25 06:00:00,2025-05-25,6,6,5,Porur,Car,Rain,None,30,22,8,0.733,Medium,40.01,Medium
1156,2025-05-25 09:00:00,2025-05-25,6,9,5,OMR-Perungudi,Bike,Clear,None,50,43,7,0.86,High,40.82,High
1157,2025-05-25 12:00:00,2025-05-25,6,12,5,Anna Nagar,SUV,Clear,Festival,30,23,7,0.767,Medium,37.34,Medium
1158,2025-05-25 15:00:00,2025-05-25,6,15,5,Koyambedu,SUV,Clear,None,100,71,29,0.71,Medium,39.34,Medium
1159,2025-05-25 18:00:00,2025-05-25,6,18,5,Anna Nagar,Bike,Rain,Sale,60,59,1,0.983,High,41.4,High
1160,2025-05-25 21:00:00,2025-05-25,6,21,5,Mylapore,SUV,Cloudy,None,80,43,37,0.537,Low,32.57,Low
1161,2025-05-26 00:00:00,2025-05-26,0,0,5,OMR-Perungudi,Bike,Rain,Weekend,100,35,65,0.35,Low,30.25,Low
1162,2025-05-26 03:00:00,2025-05-26,0,3,5,OMR-Perungudi,Car,Rain,None,40,25,15,0.625,Medium,35.69,Medium
1163,2025-05-26 06:00:00,2025-05-26,0,6,5,Koyambedu,SUV,Clear,None,40,10,30,0.25,Low,29.16,Low
1164,2025-05-26 09:00:00,2025-05-26,0,9,5,Velachery,SUV,Rain,None,40,22,18,0.55,Low,31.36,Low
1165,2025-05-26 12:00:00,2025-05-26,0,12,5,T Nagar,Bike,Clear,Weekend,50,28,22,0.56,Medium,29.93,Medium
1166,2025-05-26 15:00:00,2025-05-26,0,15,5,Porur,SUV,Cloudy,Festival,60,53,7,0.883,High,42.9,High
1167,2025-05-26 18:00:00,2025-05-26,0,18,5,Porur,Car,Clear,Festival,40,39,1,0.975,High,45.17,High
1168,2025-05-26 21:00:00,2025-05-26,0,21,5,T Nagar,SUV,Cloudy,None,80,34,46,0.425,Low,27.65,Low
1169,2025-05-27 00:00:00,2025-05-27,1,0,5,Adyar,Bike,Cloudy,None,80,34,46,0.425,Low,31.85,Low
1170,2025-05-27 03:00:00,2025-05-27,1,3,5,Velachery,SUV,Clear,Festival,100,72,28,0.72,Medium,34.58,Medium
1171,2025-05-27 06:00:00,2025-05-27,1,6,5,Mylapore,Bike,Clear,None,100,41,59,0.41,Low,30.13,Low
1172,2025-05-27 09:00:00,2025-05-27,1,9,5,Mylapore,Car,Clear,None,60,37,23,0.617,Medium,34.33,Medium
1173,2025-05-27 12:00:00,2025-05-27,1,12,5,Guindy,Car,Rain,Weekend,30,17,13,0.567,Medium,31.55,Medium
1174,2025-05-27 15:00:00,2025-05-27,1,15,5,Adyar,Bike,Rain,None,40,17,23,0.425,Low,31.8,Low
1175,2025-05-27 18:00:00,2025-05-27,1,18,5,Koyambedu,Car,Rain,None,60,37,23,0.617,Medium,37.39,Medium
1176,2025-05-27 21:00:00,2025-05-27,1,21,5,Guindy,Bike,Cloudy,Festival,60,39,21,0.65,Medium,33.43,Medium
1177,2025-05-28 00:00:00,2025-05-28,2,0,5,Tambaram,SUV,Cloudy,None,60,15,45,0.25,Low,24.4,Low
1178,2025-05-28 03:00:00,2025-05-28,2,3,5,OMR-Perungudi,Car,Cloudy,None,80,30,50,0.375,Low,30.7,Low
1179,2025-05-28 06:00:00,2025-05-28,2,6,5,OMR-Perungudi,Car,Cloudy,None,30,9,21,0.3,Low,29.23,Low
1180,2025-05-28 09:00:00,2025-05-28,2,9,5,Adyar,Car,Rain,None,80,47,33,0.588,Medium,35.25,Medium
1181,2025-05-28 12:00:00,2025-05-28,2,12,5,OMR-Perungudi,Car,Cloudy,None,60,24,36,0.4,Low,31.16,Low
1182,2025-05-28 15:00:00,2025-05-28,2,15,5,Adyar,Bike,Rain,None,50,27,23,0.54,Low,34.21,Low
1183,2025-05-28 18:00:00,2025-05-28,2,18,5,Mylapore,Car,Cloudy,None,40,28,12,0.7,Medium,35.93,Medium
1184,2025-05-28 21:00:00,2025-05-28,2,21,5,OMR-Perungudi,Car,Cloudy,None,40,10,30,0.25,Low,28.27,Low
1185,2025-05-29 00:00:00,2025-05-29,3,0,5,OMR-Perungudi,SUV,Clear,None,30,8,22,0.267,Low,28.61,Low
1186,2025-05-29 03:00:00,2025-05-29,3,3,5,OMR-Perungudi,Car,Clear,None,40,17,23,0.425,Low,31.8,Low
1187,2025-05-29 06:00:00,2025-05-29,3,6,5,Anna Nagar,Car,Cloudy,None,60,18,42,0.3,Low,27.97,Low
1188,2025-05-29 09:00:00,2025-05-29,3,9,5,Mylapore,SUV,Cloudy,None,30,18,12,0.6,Medium,34.12,Medium
1189,2025-05-29 12:00:00,2025-05-29,3,12,5,Anna Nagar,SUV,Clear,Festival,100,69,31,0.69,Medium,35.74,Medium
1190,2025-05-29 15:00:00,2025-05-29,3,15,5,Mylapore,Bike,Clear,None,100,27,73,0.27,Low,27.4,Low
1191,2025-05-29 18:00:00,2025-05-29,3,18,5,OMR-Perungudi,Bike,Clear,Weekend,80,58,22,0.725,Medium,38.08,Medium
1192,2025-05-29 21:00:00,2025-05-29,3,21,5,T Nagar,SUV,Clear,Weekend,40,15,25,0.375,Low,26.54,Low
1193,2025-05-30 00:00:00,2025-05-30,4,0,5,Anna Nagar,SUV,Clear,Weekend,40,17,23,0.425,Low,30.35,Low
1194,2025-05-30 03:00:00,2025-05-30,4,3,5,T Nagar,Bike,Cloudy,None,60,24,36,0.4,Low,27.3,Low
1195,2025-05-30 06:00:00,2025-05-30,4,6,5,Porur,Car,Rain,None,100,30,70,0.3,Low,30.54,Low
1196,2025-05-30 09:00:00,2025-05-30,4,9,5,T Nagar,Bike,Clear,Festival,80,75,5,0.938,High,36.83,High
1197,2025-05-30 12:00:00,2025-05-30,4,12,5,Mylapore,Bike,Cloudy,Weekend,80,40,40,0.5,Low,31.87,Low
1198,2025-05-30 15:00:00,2025-05-30,4,15,5,Adyar,Bike,Clear,None,40,16,24,0.4,Low,31.16,Low
1199,2025-05-30 18:00:00,2025-05-30,4,18,5,Mylapore,SUV,Clear,None,30,19,11,0.633,Medium,34.23,Medium
1200,2025-05-30 21:00:00,2025-05-30,4,21,5,Porur,Car,Cloudy,None,80,39,41,0.487,Low,34.57,Low
